postId,skills,Job Title,rowType
3751,"casa sales executive,casa sales officer,casa,casa business development executive,business development,sales,banking",Sales Executive/Officer,Train
3752," Automation, C++, PCB designing, RTOS, rest, development, testing, it, monitoring, SPI, tools, Linux, Analytical, Analog, design, Firmware, Sensors, support, embedded, email, hardware",Software Developer,Train
3753," C++, Multithreading, Linux, Data Structures, SQLite, Memory Management, Algorithm, Data Structure",Software Developer,Train
3754," Copyright, Apr, C, Senior, Mechanical, Engineering Design, SPI, Vendor coordination, Petrochemical, Data sheets",Senior Design Engineer,Train
3755," Production support, Oracle, SQL, Core Java, Multithreading, Postgresql, MySQL, Data structures, Test cases, Information technology",Team Lead/Technical Lead,Train
3756," bde, Promotions, bdm, trainee, business development manager, Sales Promotion, Marketing, fresher, trainer, Business Development Executive, diploma",Fresher,Train
3757," Outbound, Customer Care Executive, Sales, Issue, Spot, Antivirus, Software, Technical support, International BPO",Associate/Senior Associate -(NonTechnical),Train
3758," FMCG Marketing, Promotions, Events, Communications skills, Brand Promotion, Marketing Executive, Presentation skills, Ms office",Events/Promotion Executive,Train
3759," HTML, Javascript, Web Services, Web Technologies, Java, Front End, Web Application, Software Testing, Docker, Scalability",Other,Train
3760," Desktop Support Engineer, desktop engineer, customer support engineer, Remote Support",Customer Support Engineer/Technician,Train
3761," c++, C, ux, mobile, HTML, javascript, jquery, web, design, MySQL, JavaScript, asp.net, php, html, developer, programming",Software Developer,Train
3762," RTOS, Embedded C, Microcontrollers, Linux, Device Driver, Wi - Fi, Zigbee, Embedded, Embedded Development, Communication Protocol, Firmware Development, IoT",Software Developer,Train
3763," graphic designing, logo design, brochures, illustrator, corel draw, special effects, visual design, animation, video editing",Graphic Designer,Train
3765," cce, bpo, communication skills, voice based process",Associate/Senior Associate -(NonTechnical),Train
3766," Retail, Telecom sales, Business Development Manager, Channel sales, FMCG sales, Corporate, E-commerce, Logistics",Training Manager,Train
3767," JDA, PLSQL, Oracle, Oracle PL, SQL",Outside Technical Consultant,Train
3768," Oracle, Linux, Ab Initio, Coding, Debugging, Unix shell scripting, Change management, Scheduling, Software development life cycle, orchestration",Software Developer,Train
3770,"spring, spring boot, rest, java, web services, j2ee, core java, soap, architecture",Software Developer,Train
3771," Technical Documentation, Technical Support, Strong Interpersonal Skills, Process Improvement Initiatives, External Communications, Standard Operating Procedures, Issue Resolution",Documentation/Medical Writing,Train
3772," Javascript, JSON, Front end, DOM, GIT, Mercurial, SVN, Web technologies, Translation, Usage",Software Developer,Train
3773, Content Writer,Content Developer,Train
3774," Computer science, IT procurement, Business Analyst, Project management, Analytical, Market intelligence, ITSM, Portfolio management, Operations, Analytics",Business Analyst,Train
3775," Campaign management, Lead management",Sales/Business Development Manager,Train
3776," Customer support, Customer service, Call Center Executive, Voice process, Complaint handling, Bpo voice, BPO Executive",Associate/Senior Associate -(NonTechnical),Train
3777," Presentation Skills, Communication Skills, Excel, Typing, Outlook, cabin crew, flight attendant, MS Office Word, Corporate Affairs",Corporate Planning/Strategy Manager,Train
3778," Help Desk, Customer Service, customer relationship, access controls, Asset Management, Vendor Management",Marketing Manager,Train
3779, Call Center Executive,Associate/Senior Associate -(NonTechnical),Train
3781," Mail, Strong analytical skills, Outbound sales, Customer service, Management, Business Executive, Sales management, Coach, Recruitment, WHO",Sales Executive/Officer,Train
3782," customer profiling, market research, sales executive, marketing executive, distributors, sales strategy, Business Development",Merchandiser,Train
3783,"Communication Skills,service desk cordinator,Service Desk,help desk Cordinator,SLA Management",Customer Support Engineer/Technician,Train
3784," BPO, Telecom, Telecalling, Customer support, Collection Executive",Associate/Senior Associate -(NonTechnical),Train
3785," Inbound Voice Process, Customer Care Executive, Fresher, Voice",Telecalling/Telemarketing Executive,Train
3786," advanced analytics, senior management, design development, customer management, vendor selection, portfolio management, data architecture, stress testing, big data, cross selling",Analytics Manager,Train
3787,"project management,people management,operations,digital analytics,data management,supply chain,management systems,Machine learning,SAS,SQL,VBA,Tableau,Qlik,Spotfire",Data Analyst,Train
3788," CSS, VB.NET, XML, C#.Net, Javascript, ASP.Net, HTML, Visual Studio, Web Designing, Ajax",Software Developer,Train
3789," International BPO, Captive Unit, Voice Process, International Voice Process, Customer Service, Customer Care, Customer Care Executive, BPO, international call center, call center executive, Communication Skills, Voice, UK SHIFTS, US SHIFTS",Associate/Senior Associate -(NonTechnical),Train
3790," Help Desk, Customer Service, customer relationship, access controls, Asset Management, Vendor Management",Counselor,Train
3791, c#,Software Developer,Train
3792,"802.11,wifi,wlan testing,wireless testing,wifi testing",Testing Engineer,Train
3793," itm, performance tuning, data warehousing, tivoli, netcool omnibus, middleware",Technical Support Engineer,Train
3794,"ATS, Screening, Time Management, C2C, Searching, Sourcing, US IT Recruitment, W2, Interviewing, VMS",Recruitment Executive,Train
3795," C, Python, Six Sigma, PMP, .NET, HTML, JavaScript, SQL, Oracle, assembly language, Real Time Operating Systems",System Administrator,Train
3796," sales operations, financial analysis, salesforce, sales management, manpower handling, interpersonal skills, problem solving, Villas",Sales / BD Manager,Train
3797," marketing, education sales, freshers, Field Sales, business development, sales associate, mba, sales, direct sales",Sales Executive/Officer,Train
3798," Cost reduction, Continuous improvement, Business process, Business operations, Service management, infrastructure security, professional services, Strategy consulting, Cloud Applications, Process operations",Head/VP/GM-Technology(IT)/CTO,Train
3799," Income tax, VAT, Taxation, Payroll, Labour laws, Consulting, Book Keeping, SAGE, Tax returns, Recruitment",Accounts Executive/Accountant,Train
3800," Training, Analytical skills, Faculty, English language, Target, Training Coordinator, top, Business Executive, Logistics",Telesales/Telemarketing Executive/Officer,Train
3801," Javascript, Jquery, Senior Php Programmer",Software Developer,Train
3802," basis administration, sap basis consultant, sap basis, hana, communication skills",Outside Technical Consultant,Train
3804," chartered accountant, MIS Preparation, tds, accountancy, accounting, direct tax, finance, indirect taxation",Chartered Accountant,Train
3805,"XML, JSON, CSS3, GIT, Subject Matter Expert, CSS, professional services, Javascript, html5",Software Developer,Train
3807," analytics, Industrial Engineering, Production, Data Analysis, Production Engineering, statistical analysis",Industrial Engineer,Train
3808," accounts assistant, accountant, Accounts Executive, finance manager, accounts manager",Accounts Executive/Accountant,Train
3809," Production, Quality Assurance Systems, Quality Control, Tablets, GMP, Contract Manufacturing, Pharma, Maintenance, Bmr, Quality Standards",Project Manager-Production/Manufacturing/Maintenance,Train
3810,"3D, Administration, Laser cutting, Scheduling, Logistics management, Process layout, Vendor, microsoft, Machinery, Inventory",Associate/Senior Associate -(Technical),Train
3811,"data extraction,tableau,data analysis,data analytics,automation tools,data governance,team management skills,reporting,Risk Management,sql","EXL (Nasdaq:EXLS) is a leading business process solutions company that helps companies drive business impact and adapt faster to the changing global marketplace. EXL provides operations management, embedded analytics and technology platforms to organizations in the banking and financial services, healthcare, insurance, utilities, transportation and logistics, and travel industries. With more than 21,000 people around the world, we work with our clients as strategic partners to execute operations, identify opportunities to gain a competitive edge, and create new channels for growth and savings. Headquartered in New York and operational since 1999, EXL is present in the U.S., U.K., Singapore, Romania, the Philippines, India, Germany, Czech Republic and Bulgaria. For more information, visit www.exlservice.com.",Train
3812," Civil, Technical, Project management, Monitoring, Manager Quality Assurance, Civil engineering, Labour, Production management, Material procurement, Engineering projects",Construction-Construction Management,Train
3813," Team management, Networking, Staffing, Labour laws, Compliance management, Hotel management, Corporate, Statutory compliance, korean, Catering",HR Manager,Train
3814," Communication Skills, Non Voice, Verbal Communication",Associate/Senior Associate -(NonTechnical),Train
3815," USB, Ethernet, System verilog, Computer science, Image processing, Simulation, Test planning, PCIE, Project planning, UVM",Team Lead/Technical Lead,Train
3816," content development, Content, Proof Reader, Content Developer, Writing, Content Writer, Subject Matter Expert, Content Writing, proof reading",Content Developer,Train
3817," tds, excise, vat, auditing, tax, direct tax, stpi, tax audit, indirect taxation, transfer pricing, fresher, international taxation, service tax, sales tax, direct taxation, corporate tax, tp, taxation, corporate taxation, finance",Taxation(Direct) Manager,Train
3818," development, soa, consulting, information technology, front end, problem solving, methods, life cycle, formulation, it",Technical Architect,Train
3819," BPO, Technical support, Outbound, Troubleshooting, Antivirus, International BPO, iPhone, Inbound calls",Associate/Senior Associate -(NonTechnical),Train
3820," FMCG Marketing, Brand Management, Trade Marketing, Media Buying, Media Planning, Marketing",Product/Brand Manager,Train
3821," Communication Skills, Client Meeting, People Management, Coordination Skills, Operations, Supply Chain",Operations Manager,Train
3822," auditing, statutory audit, ifrs, Assurance, Stat Audit, Indian Gaap, Audit",Audit Manager,Train
3823," Python, Six Sigma, .NET, HTML, JavaScript, SQL, Oracle, assembly language, Real Time Operating Systems",Database Architect/Designer,Train
3824," WIP, Discrete Manufacturing, Oracle E - business Suite, Project Implementation, BoM, Costing, Inventory",Software Developer,Train
3825," Networking, Direct tax, Consulting, International taxation, Company law, Tax planning, Financial services, Foreign exchange, Corporate taxation",Taxation(Direct) Manager,Train
3826," Telesales, International voice process, Sales Associate, Corporate",Telecalling/Telemarketing Executive,Train
3827," Sales Engineering, Capital Equipments, Electricals, Electronics Engineering, Sales",Service Engineer,Train
3829," interviewing, resourcing, hr recruiter, screening, hiring, recruiter, training, hr, interview coordination, sourcing, staffing, talent acquisition, recruitment consultant, recruitment, recruitment executive, hr recruitment, non it recruitment, mba fresher",Recruitment Executive,Train
3830," BPO, Customer Support, Customer Service, Customer Care, Voice Support",Associate/Senior Associate -(NonTechnical),Train
3831," malware analysis, Data analysis, PDF, cyber security, Intrusion detection, SIEM, Log analysis, Antivirus, Subject Matter Expert, IPS",System Security,Train
3832, Customer support,Associate/Senior Associate -(NonTechnical),Train
3833,"ISERIES,AS400,Identity Access Management,Information Security,System Administration,Access Management",Team Lead/Technical Lead,Train
3834," Javascript, Linux, Automation, Python, VMware, Open source, cisco, Virtualization, Computer science, GIT",Software Developer,Train
3835," Digital Marketing, Digital Strategy, Digital Campaigns, Social Media, PPC, ROI, Customer Experience, Market Data, Requirement Gathering",Search Engine Optimisation /SEO Lead,Train
3836," sales management, Sales, Real Estate, property, estate, sales strategy, Channel Sales, residential sales",Sales/Business Development Manager,Train
3838," valuation, equity research, business modeling, financial modelling",Equity Analyst,Train
3839," logistics, site, construction head, pre, set, resource, target, activities, residential, preparation , Construction Head",Construction-Construction Management,Train
3840," lead generation, client relationship, crm, market research, presales, account management, sales strategy, it sales, inside sales, Vendor Management",Client Relationship Manager,Train
3841," Business Process Outsourcing, Unit Testing, Information Technology, Communication Skills, Agile Development, Written Communication, Software Engineering, Quality Assurance",Software Developer,Train
3842," Computer science, Solution sales, Cold calling, MIN, Senior management, Presales, Business presentations, Product sales, Business Executive",Sales/Business Development Manager,Train
3843," Administration, Report Generation, Mortgage, Analysts, Data Entry, Risk Management",Company Secretary,Train
3844," BPO, Telecom billing, Front office, Executive, ITES",Associate/Senior Associate -(NonTechnical),Train
3845," BPO, Outbound sales, Sales process",Telecalling/Telemarketing Executive,Train
3846," Corporate Training, citrix, xenapp",Trainer/Faculty,Train
3847, UI & UX Developer (Mumbai),Software Developer,Train
3848," Browser compatibility, jQuery, Web services, Technical, Javascript, Programming, PHP, HTML, bootstrap, Business Executive",Software Developer,Train
3849," Mining, Market analysis, Visual Basic, Excel, Data modeling, Senior Analyst, MS Office tools, microsoft, Macros, Secondary research",Associate/Senior Associate -(NonTechnical),Train
3850," Returns, Salary, Accounting, Reconciliation, TDS Calculation, Taxation, TDS Return",Accounts Executive/Accountant,Train
3851," Telecom, Strategic planning, Analytics, Billing, Managed services, Financial planning, Change management, IT strategy, Service operations, Fault management",Software Developer,Train
3852," Java, Python, Node.Js, Machine Learning, Application Monitoring, Web Technologies, Apache Web Server, IT Operations, Application Performance Management, Application Support",Team Lead/Technical Lead,Train
3853," Training, Usage, Sales, Shaping, Relationship, Product sales, Sales training, CRM",Sales Executive/Officer,Train
3854," Java, HADOOP, Scala, SPARK",Software Developer,Train
3855," embedded programming, electronics, embedded systems, embedded c, rtos, autosar, embedded, SRS",System Analyst,Train
3856," CSS, Web Technologies, Wordpress, MySQL, PHP, Dreamweaver, HTML, Photoshop, Web Designing, Joomla",Web Designer,Train
3857," Configuring, High Availability, Data Center",Associate/Senior Associate -(Technical),Train
3858,"asp.net, C#, MS SQL, CSS, HTML, XML, Ajax, Javascript, Database Design, MS SQL 2005, Programming",Software Developer,Train
3859," c++, C, design, MySQL, JavaScript, HTML",Software Developer,Train
3861," Mechanical, Management, Cost, Technical support",Sales/Business Development Manager,Train
3862," Counselor, Mentor, Trainer, Advisor, Teaching",Hindi Teacher,Train
3863," Design, Graphic Designing",Graphic Designer,Train
3864," bpo, calling, customer care, call center, support services, international voice process., business process outsourcing",Associate/Senior Associate -(NonTechnical),Train
3865," Company Secretary, Education, phone, Schedule, direct, Software, Accounts Executive, Taxation, Software services, Auditing",Accounts Executive/Accountant,Train
3866," Corporate Sales, MICE, conferences, incentives, Events",Sales/Business Development Manager,Train
3867," bpo, csr, technical support engineer, inbound, customer service, customer care, call center, customer support, tsr, outbound, technical service, customer support officer",Associate/Senior Associate -(NonTechnical),Train
3868,"interviewing,hr generalist activities,exit interviews,hiring,grievance handling,comp & ben,employee orientation,Payroll,employee engagement,recruitment,mis,compensation,attendance",HR Executive,Train
3869," Relationship, Strategic planning, Fund raising, Resource mobilization, Senior management, Corporate, Service sales, Budgeting, Director, Corporate Executive",Corporate Planning/Strategy Manager,Train
3870,"SQL, Ajax, MVC, Database design, Technical documentation, Software development life cycle, ADO.Net, Object oriented programming, Software, Sql Server 2008",Software Developer,Train
3871," new, strategies, leads, Generating, Planning, sales",Sales/Business Development Manager,Train
3872," HR, Training, Hiring, Placement",HR Executive,Train
3873,"Java, Design Patterns, Technical Skills, J2Ee, Pega, SOAP, Pega PRPC, Software Development, Life Cycle, Pega Rules Process Commander, Design Development, Business Rules",Software Developer,Train
3874,"SQL Server Developer,SQL Server Development,SQL Development,SQL Developer",Software Developer,Train
3875,"Accounting Software,Finance,Financial Reporting,Financial Statements,Financial Management,Management Reporting,Forecasting,Expenses,MS Office,Analytical Skills",Financial Analyst,Train
3876," Computer science, Interpersonal skills, Software packages, Networking, Operating systems, data security, Information security, Analytical, Network security, microsoft",System Security,Train
3877," Housekeeping, Team management, Security management, First aid, Event management, Hotel management, Pest control, Budgeting, Property management, Print media",Manager / Sr Manager - Administration,Train
3878," Social media marketing, Display advertising, Web technologies, SMO, Analytical, Marketing campaigns, SEO, Digital marketing, Search engine optimization",Media Planning Executive/Manager,Train
3879," Networking, Windows Server, ITIL Certified, Backup Management, Data Center, End User, Computer Operating",Database Architect/Designer,Train
3880," Bpo Voice, Voice Process, Preferred Banking, Quality Analysis, customer service, communication skills, business process, quality analyst, call audit",Quality Assurance/Quality Control Executive,Train
3881," Financial reporting, Healthcare, Taxation, Investment management, Management, Operations, Accounting software, Monitoring, Investment",Accounts Manager,Train
3882," Client handling, Heavy machinery, Industrial products, Commercial Executive, Customer handling, Customer support, Customer service, Corporate sales, Retail business, Retail sales",Sales Executive/Officer,Train
3883," Assistant Manager, am, am operations",Assistant Manager/Manager -(NonTechnical),Train
3884," Outbound, Target, process, Technical, Inbound calls, Service, US shift, Business Executive, Technical support, Comp",Associate/Senior Associate -(NonTechnical),Train
3885," Help Desk, Customer Service, customer relationship, access controls, Asset Management, Vendor Management",Medical Officer,Train
3886," Design, visualization, Illustrator, Graphic, Photoshop, Arts",Visualiser,Train
3887,SAP B1,Accounts Manager,Train
3889," Networking Protocols, Installation, Desktop Support, Desktop Troubleshooting, PC Hardware, Providing Training, Hardware Troubleshooting, End User, Operating Systems, Interpersonal Skills",System Administrator,Train
3890," Project Administration, Execution, Project Management, SCOPE, Real Estate, High Rise, Proposals, Leadership Skills, Quality Control",Construction-Construction Management,Train
3891," Bpo, Customer Service, B.SC, customer care, Voice Process, cross selling, B.Com, sales, phone banking, fresher, B.A, Bpo Sales",Associate/Senior Associate -(NonTechnical),Train
3892," Assistant Manager, senior manager, Strategy, Planning, Organizing, Monitoring",Assistant Manager/Manager -(NonTechnical),Train
3894," ERP, Interpersonal skills, Coding, MIS, Reconciliation, transaction management, HTTP, MS Office, Remedy, Investment",Sales/Business Development Manager,Train
3896,"ruby rails developer,ruby rails,ror,Ruby,rubyonrails,javascript",Software Developer,Train
3897," Regulatory Compliance, Legal, Litigation, Compliance, Internal Audit, Investment Banking",Head/VP/GM-Legal,Train
3898," HR Administration, Recruitment, Induction, Exit Formalities, Employee Engagement, Leave, Attendance, Admin Executive",HR Executive,Train
3899," direct sales, cold calling, customer service, insurance, life insurance, sales, marketing, channel sales, bancassurance, relationship management, rm, bdm, sm, ssm, banking, direct marketing, business development, sales manager, Agency Manager",Sales/Business Development-Manager,Train
3900," Collections Strategy, Risk Analytics, Collections Process, Commercial Lending, SME Finance, Front End, Housing Finance",Collections Manager,Train
3901," C++, Android, CRM, Hospitality, ux, technical, software, level, consulting, mobile, Unit testing, Mobile applications, it, Technical documentation, PDF, ui, infrastructure, design, IT infrastructure consulting, developer, Test cases, support, architecture, applications",Software Developer,Train
3902," IPhone, IOS, Problem Solving, Objective C, SQLite, Swift, Core Data",Software Developer,Train
3903," development, ideas, javascript",Graphic/Web Designer,Train
3904," Client relationship, Visa Counsellor, Management, Target, Counselling, process, Counsellor, phone, Cold",Sales Executive/Officer,Train
3905, hcm,Software Developer,Train
3906," Costing, AutoCAD, Manufacturing process, EHS, Heat treatment, Excel",Purchase/Vendor Development Manager,Train
3907,"tfs,Win32,continuous integration,Maven,NUnit,Test Complete,automation testing,OOPS,java api,Appium,test engineering,testing tools,Web Application Testing,ui testing,Selenium,c#.net,api testing","* A US based $4.0 billion world leader in staffing services to over 6000 customers globally. * World's largest ""Technology"" staffing company in the world today - IT, Telecom, Infrastructure and Engineering. * TEKsystems is a part of Allegis Group which is a $16.0 Billion US based privately held firm. One of the world's largest privately held companies (source: Forbes) * The 6th Largest staffing company in the world and the 2nd Largest in the US. * One of the top vendors to 90% of Fortune 500 companies. * Every year we deploy over 80,000 employees across different parts of the world. * Operations in North America, Europe and Asia with over 300 offices across locations. * In India, TEKsystems currently has 1000+ technical consultants employed at various Fortune 500 companies across the country. * For the second consecutive year, TEKsystems was named to Fortune magazine's ""100 Best Companies to Work For"" in 2014. * Please visit - www.teksystems.com ; www.allegisgroup.com, for more information.",Train
3908," Software Developer, Software Engineer",Software Developer,Train
3910," Unix, Linux, Javascript, Automation, Business analysis, Coding, Agile, Selenium, Analytics, Python",Software Developer,Train
3911," Embedded C, embedded developer, Automotive",Software Developer,Train
3912," Help Desk, Customer Service, customer relationship, access controls, Asset Management, Vendor Management",Store Keeper/Warehouse Assistant,Train
3913," Front office, Data analysis, SQL, MS Office, Forecasting, Macros, Budgeting, Change management, Risk management, Balance Sheet",Financial Analyst,Train
3914," accounts, reconciliation, accounting, tax, taxation, cost analysis, transactions",Audit Manager,Train
3915," BPO, Issue, Senior, Technical, Inbound calls, Bonus, US shift, Software, Sales Associate, Technical support",Associate/Senior Associate -(Technical),Train
3916," Sql, Mysql, Struts, Core Java, Uml, Jboss, Tomcat, Jdbc, Mvc, Agile",Team Lead/Technical Lead,Train
3917," Teaching, Educator, Counselor, Mentor, Trainer, Advisor",Lecturer/Professor,Train
3918," Siebel, CRM, Salesforce, Executive, Mobile sales, Enterprise software, Investment",Graphic/Web Designer,Train
3919," administration, sales strategy, control testing, process improvement, risk control, asset management, sox compliance, administrative support, estate management",Analyst,Train
3920," Cold calling, Healthcare, Client acquisition, Pharma, Export sales, UPS",Sales/Business Development Manager,Train
3921,Oracle Transportation Management,Software Developer,Train
3922,"us it recruiter, us it recruitment, career builder, us it staffing, dice, sourcing, it recruitment, c2c, us staffing, w2, cb",Recruitment Executive,Train
3923," customer profiling, market research, sales executive, marketing executive, distributors, sales strategy, Business Development",Branch Manager,Train
3924," recruitment, screening, interview coordination, interviewing, onboarding, employee engagement, hiring, Sourcing, global sourcing",Recruitment Executive,Train
3925,"J1939, Ethernet",Design Engineer,Train
3926,"area sales management, horeca, fmcg, b2b, institutional sales, infrastructure development, Team Handling",Area Sales Manager,Train
3927, EJB,Software Developer,Train
3928," jQuery, SQL, Ajax, LINQ, UML, OOAD, JSON, WCF, WPF, Middleware",Software Developer,Train
3929," Mobile Technology, Software Development, Ios Development, Computer Science, Problem Solving, Product Quality, Objective C, Swift, Cocoa Touch",Software Developer,Train
3930," ERP Consultant, ERP Implementation, ERP Functional",ERP Consultant,Train
3931," Strategy Consulting, Consulting Sales, Business Development, Client Management",Head/VP/GM-Corporate Planning/Strategy,Train
3932,"channel partners,sales strategy,emerging business",Sales/Business Development Manager,Train
3934,"SQL, XML, Linux, Financial services, J2Ee, Analytical, Project planning, Computer science, Career development, Core Java",Software Developer,Train
3936," Client Engagement, Customer Experience, Account Management, Client Relationships, Consulting Sales",Head/VP/GM-Client Servicing,Train
3937," phlebotomy, blood collection, blood bank technician, Phlebotomist, Lab Technician, dmlt, mlt, diagnostic, Hospital, medical, healthcare",Lab Technician/Medical Technician/Lab Staff,Train
3938," client handling, asset management, presentation skills, integration",Software Developer,Train
3939," order management, Informatica",Software Developer,Train
3940," Project management, Information technology, Data analysis, Analytical skills, Client coordination, Proposal writing, Consultancy, Research, Legal",Sales/Business Development Manager,Train
3941, Chemical Engineering,Fresher,Train
3942, Front end Engineer/web developer,Software Developer,Train
3943," com, C, dom, software, cad, Programming, developing, MATLAB, Unix shell scripting, scripting, ui, Broadcasting, rest, Usage, development, ux, btech, it, Business Executive, Aes, Computer science, multimedia, Linux, application, sdk, pl, unix, applications",Software Developer,Train
3945,"AI Programmer, 3D, programming, c, software, ing, current, AI, architecture",Software Developer,Train
3946, continental cuisine,Chef De Partis,Train
3947," Holiday Packages, Travel, Sales Ability, Travel Sales",Travel Agent,Train
3948," Design, Project Handling, Artwork, Key Skills, Illustrator, Photoshop, Graphic Designing, Client Interaction, Quality Assurance, Indesign",Graphic Designer,Train
3949," Customer service, Healthcare, Diagnostics, Monitoring, Pharmacy, Performance improvement, Quality Analyst, Business Executive, process",Customer Service Executive,Train
3950," Analytical skills, Front end, Coding, Enterprise architecture, Application development, Stored procedures, Troubleshooting, ASP.Net MVC, Software services, SQL",Team Lead/Technical Lead,Train
3951,"Java, NetBeans, Software Development, SOA, Waterfall, HIPAA, Agile, J2Ee, Code Review, EJB",Software Developer,Train
3953,"Networking, Telecom, GSM, SNMP, SS7, WAP, CTI, ISDN, DSL, TDMA",Software Developer,Train
3955," institutional selling, key account manager, space selling, client servicing, concept selling, Business Development, corporate sales, corporate selling",Sales/Business Development Manager,Train
3956," Telecom, Recruitment, MIS, SAP, New business development, Billing, Outsourcing, Monitoring, Corporate, SLAS",Sales/Business Development Manager,Train
3958," Tele Sales Executive, Training, Lead generation, Counsellor, Customer Care Executive, Aviation, Cce, Consultancy, Management",Associate/Senior Associate -(NonTechnical),Train
3959," Banking Operations, Tally ERP, accountant, area sales manager, Team Leader, branch operations, branch handling, Software Developer, financial operations, branch banking",Client Relationship Manager,Train
3960," Computer science, Version control, Software configuration management, Product planning, Software development life cycle, Warehouse management, SCM, Forecasting, Capacity planning, Product costing",Functional Outside Consultant,Train
3961,"HTML, Javascript, CSS, Java, Rest, React.Js, Node.Js, Spring, SOAP, J2Ee, agile, Agile Methodology",Software Developer,Train
3963, Business Analysis,Business Analyst,Train
3965," Retail Sales, Store Operations, Retail Operations, Sales, Customer Service, Retail Store Manager",Retail Store Manager,Train
3966," us it recruitment, us it staffing",Recruitment Executive,Train
3968," data entry operation, back office, domestic bpo, data entry, computer operator, chat process, bpo, freshers, voice process, inbound process, accounts, digital marketing, bpo freshers, International Call Center, International BPO, Technical Support",Fresher,Train
3969," Call Center, Outbound Calling, outbound sales, telesales, telemarketing, dayshift, Cold Calling, Customer Service, Insurance, Banking Sales, International BPO, Customer Care Executive",Associate/Senior Associate -(NonTechnical),Train
3970," M, android, developer",Software Developer,Train
3971," Outbound, Antivirus, Technical support, process, Sales, Spot, Technical, Inbound calls, Medical, Comp",Associate/Senior Associate -(Technical),Train
3972," c++, python, data management, solution design, service delivery, client acquisition, software engineering, test execution, programming",Software Developer,Train
3973," Perl, Networking, Python, Open source, Middleware, WAN, Network security, Ethernet, Debugging, Embedded software",Team Lead/Technical Lead,Train
3974," Supervisor, Airport Representative, Compliance, Management",Front Office/Guest Relations Executive/Manager,Train
3975, eCommerce,Head/VP/GM-Technology(IT)/CTO,Train
3976," c++, C, design, MySQL, JavaScript, HTML",Team Lead/Technical Lead,Train
3977," cnc programming, fanuc control, AutoCAD, Turning Center, Tool Selection, Toolings, New Component Development, VMC Machine, Cutting Tools, Turning, Machine Shop, Fanuc, Cycle Time Reduction",Workman/Foreman/Technician,Train
3978," Web designing, Animation, Fine arts, Sound editing, Tool design, Soft skills, pay, Time, Visualizing, Education",Web Designer,Train
3979," Business Intelligence, SAS, Tableau, Data Modeling, Data Analytics, Statistics, Analytics, SQL",Analyst,Train
3980," bpo, Inbound Process, non voice process, inter, customer care, call center, customer support, domestic, voice process, voice support, calling, intermediate, international call center, Fresher, undergraduate, customer care executive",Telecalling/Telemarketing Executive,Train
3981," Customer support, MS Office, Fixed income, Monitoring, Corporate actions, Book Keeping, HTTP, Medical insurance, Cost, Investment",Associate/Senior Associate -(NonTechnical),Train
3982,"J2Ee, HTML, MySQL, server, Hibernate, Tomcat, development, technical, JSP, jdbc, Telecom, Core Java, database, jQuery, java, ui, application, web, design, Struts, http, agile",Software Developer,Train
3983," electronics, Key Account Management, business development, new business development, corporate sales, sales, sales engineering, marketing, Customer Relationship, Target, Technical Support, Customer Retention, instrumentation, region",Sales Executive/Officer,Train
3985," Direct sales, Surgical, MIN, Pharma, Healthcare, Dentistry, Doctor",Sales/Business Development Manager,Train
3986," Recruitment, Troubleshooting, CVS, Windows OS, data services, Executive, Trade, Manager Technology, Civil, Wintel Administrator",System Administrator,Train
3988," Product Development, Marketing Management",Sales/Business Development Manager,Train
3989," Unix, Linux, Shell scripting, configuration, Configuration management, Deployment, Unit testing, Troubleshooting, Murex, scripting, Support Analyst, application, devops, support",Software Developer,Train
3990," Presales, Prototype, Operations, Brand awareness, Sales, Networking, Technical Staff, customer marketing, Solution Architect, Finance",Team Lead/Technical Lead,Train
3991," Credit Analyst, Report Generation, Sales operations, Compliance, analytical, Reconciliation, Regulatory, Loan Processing, Banking Laws, Data Entry, Derivative Operations",Sales Officer,Train
3992,"Sharepoint Development, Office 365, Software Development, Application Development",Software Developer,Train
3993," Import, logistics manager, Export Management, Logistics Management, Logistics",Logistics Manager,Train
3994," replication, sql queries, performance tuning, triggers, stored procedures, database design, t - sql, ssrs, sql programmer, Crystal Report, ssis",Database Architect/Designer,Train
3995," night shift, bpo, non voice process, international bpo, customer service, ites, Back office, interpersonal skills, web chat, kpo, customer support, e - commerce, voice process, bpo fresher, customer service representative, international call center",Associate/Senior Associate -(NonTechnical),Train
3996," English, Email, Excel, Technical specifications, Technical, Packaging, Documentation Executive, Calculation, Business Executive, Technical documentation",Documentation/Shipping-Executive/Manager,Train
3997," Equity, Currency, Forex Trading, Commodity Trading, equity trading, Forex Dealer, Treasury",Forex Dealer,Train
3998," GIT, Docker, Openstack, Windows, Devops, Virtualization, Release Management",Software Developer,Train
3999,"Javascript, Python, CSS3, Basic, SIDE, Front end, Architecture, html5, web, Django",Software Developer,Train
4000," Sales Management, Presales, Sales Operations, Post Sales, New Business, Business Intelligence",Sales/Business Development Manager,Train
4002," International Sales, Cold Calling, Inside Sales, Sales Executive Activities",Sales Executive/Officer,Train
4003," Logistics Operations, Logistics Management, Export Import, Warehouse Operations, Logistics",Logistics Manager,Train
4004," Python, Front end, Backend, Web application, Web services, Manager Technology, Finance, Executive, SIDE",Software Developer,Train
